flight_key,date,samples,first_time
AIQ254_VYYY_VTBD_2025-02-22 11:30,2025-02-22,255,2025-02-22 12:25:26
BKP131_VTBS_VTSM_2025-02-22 03:20,2025-02-22,506,2025-02-22 03:44:28
BKP266_VTSG_VTSM_2025-02-22 06:45,2025-02-22,260,2025-02-22 07:06:28
SNY321_VTBD_VTBU_2025-02-22 02:30,2025-02-22,804,2025-02-22 02:39:33
TVJ3719_ZBAD_VTBS_2025-02-22 18:15,2025-02-22,211,2025-02-22 23:26:08
AET03_VTBD_VTBD_2025-02-23 23:00,2025-02-23,519,2025-02-23 23:16:48
AIQ4110_VTBS_VTSP_2025-02-23 05:05,2025-02-23,357,2025-02-23 05:40:58
SNY38_VTBD_VTPH_2025-02-23 01:30,2025-02-23,566,2025-02-23 02:30:15
TLM760_VTBD_VTSP_2025-02-23 10:55,2025-02-23,342,2025-02-23 11:23:25
AIQ307_WMKK_VTSS_2025-02-24 04:00,2025-02-24,202,2025-02-24 05:10:26
AIQ4400_VTBS_VTSG_2025-02-24 07:10,2025-02-24,246,2025-02-24 07:21:29
BKP121_VTBS_VTSM_2025-02-24 00:30,2025-02-24,923,2025-02-24 00:50:50
BKP123_VTBS_VTSM_2025-02-24 04:30,2025-02-24,360,2025-02-24 04:58:01
HAW26_VTUV_VTUV_2025-02-24 02:00,2025-02-24,309,2025-02-24 02:21:12
HAW37_VTUV_VTUV_2025-02-24 06:30,2025-02-24,949,2025-02-24 06:54:21
HAW425_VTUI_VTUV_2025-02-24 04:10,2025-02-24,642,2025-02-24 04:56:32
HAW42_VTUV_VTUV_2025-02-24 07:30,2025-02-24,911,2025-02-24 08:02:15
MMA333_VYYY_VTBS_2025-02-24 06:20,2025-02-24,227,2025-02-24 07:24:33
MXD588_WMKK_VTSS_2025-02-24 05:45,2025-02-24,382,2025-02-24 07:07:34
TLM758_VTBD_VTSP_2025-02-24 02:00,2025-02-24,602,2025-02-24 02:24:01
TVJ2108_VTBS_VTCC_2025-02-24 08:30,2025-02-24,145,2025-02-24 08:53:33
TVJ342_VTBS_VTSG_2025-02-24 06:45,2025-02-24,277,2025-02-24 07:10:50
HAW31_VTUV_VTUV_2025-02-25 01:00,2025-02-25,1000,2025-02-25 01:20:40
HAW35_VTUV_VTUV_2025-02-25 08:00,2025-02-25,717,2025-02-25 08:20:54
HAW427_VTUI_VTUV_2025-02-25 09:10,2025-02-25,563,2025-02-25 09:41:27
IGO1061_VOMM_VTBS_2025-02-24 23:10,2025-02-25,316,2025-02-25 02:15:24
MAS788_WMKK_VTBS_2025-02-25 04:15,2025-02-25,213,2025-02-25 06:13:21
RJA182_OJAI_VTBS_2025-02-25 00:10,2025-02-25,226,2025-02-25 07:13:41
THA322_VGHS_VTBS_2025-02-25 07:40,2025-02-25,217,2025-02-25 10:17:03
THA649_RJFF_VTBS_2025-02-25 02:40,2025-02-25,230,2025-02-25 08:31:23
TLM513_VTCC_VTBD_2025-02-25 08:40,2025-02-25,308,2025-02-25 08:52:42
AIQ3211_VTSG_VTBD_2025-02-26 06:40,2025-02-26,260,2025-02-26 07:02:32
BKP402_VTSP_VTSM_2025-02-26 07:15,2025-02-26,323,2025-02-26 07:25:21
HAW33_VTUV_VTUV_2025-02-26 06:00,2025-02-26,911,2025-02-26 07:23:06
JSA515_WSSS_VTBS_2025-02-26 03:20,2025-02-26,314,2025-02-26 05:07:19
ORCA04_VTSB_VTSB_2025-02-26 02:00,2025-02-26,246,2025-02-26 02:03:12
AIC355_VIDP_VTBS_2025-02-27 02:50,2025-02-27,276,2025-02-27 06:46:11
HAW433_VTUI_VTUV_2025-02-27 09:10,2025-02-27,700,2025-02-27 10:12:42
